PHMA220063100034021200002,936-5505,,신애요양병원,,,요양병원(일반요양병원),산부인과 비뇨의학과 안과 정형외과 이비인후과 신경외과 외과 소아청소년과 재활의학과 내과
PHMA219953100034021200002,914-2000,,선한이웃병원,,,병원,내과
PHMA219973100034021200001,9700-910,,태능성심한방병원,,,한방병원,내과
PHMA219983100034021200002,939-6176,,시립노인요양원부속의원,,,요양병원(일반요양병원),내과
PHMA220193100034021200002,02-930-2841,서울특별시 노원구 노해로 488 근호빌딩 5층 502호 (상계동),샤인치과교정과 치과병원,205415.5424,461328.5963,치과병원,구강악안면외과 치과보철과 치과교정과 소아치과 치주과 치과보존과 구강내과 영상치의학과 구강병리과 예방치과
PHMA220193100034021200001,29388540,서울특별시 노원구 노원로 416 파로스병원 (상계동),파로스병원,205922.1512,461261.6572,,
PHMA220203210034021200001,02-570-1234,서울특별시 서초구 서초중앙로 4 기쁨병원 (서초동),기쁨병원,201523.8174,442288.6854,,
PHMA220123000034021200001,216447541,서울특별시 종로구 평창문화로 75 글로리아타운 235층 (평창동),로이병원,197212.3649,456055.2058,,
PHMA220183070034021200001,6312-3700,서울특별시 성북구 종암로 31 (종암동),성북서울요양병원,203092.6158,454534.4841,,
PHMA220073040033021200002,02-3436-8888,서울특별시 광진구 자양로 215 (구의동),제니스병원,207569.6097,449364.5691,,
PHMA220073090033021200001,02-902-3294,서울특별시 도봉구 삼양로 616 2-5층 (쌍문동),퍼스트요양병원,201177.7432,461734.8035,,
PHMA220143070034021200001,02-3672-2233,서울특별시 성북구 보문로 86 (보문동4가),성북웰니스요양병원,201783.4841,453412.3952,,
PHMA220093220033021200007,02-6925-1111,서울특별시 강남구 역삼로 245 (역삼동 지하2층일부 1층일부 2층~6층),하나이비인후과병원,203732.3023,443970.1198,,
PHMA220063070034021200002,02-929-3355,서울특별시 성북구 보문로 46 (보문동7가),보문효사랑요양병원,201941.0796,453050.0362,,
PHMA220053070034021200001,02-919-2700,서울특별시 성북구 화랑로 271 (장위동),의료법인유라의료재단 온누리요양병원,205115.2701,456653.3473,,
PHMA220173100034021200002,02-1899-9899,서울특별시 노원구 동일로197길 11 (공릉동 공삼빌딩),서울스페셜병원,206170.6432,458461.197,,
PHMA219883070034021200001,02-919-3404,서울특별시 성북구 종암로 72 (종암동),의료법인서광의료재단 성북중앙병원,203093.0095,454951.4389,,
PHMA220043080033021200001,02-983-7771,서울특별시 강북구 도봉로 74 (미아동),햇빛병원,202598.72,457044.0552,,
PHMA220143230034021200005,02-487-8275,서울특별시 송파구 올림픽로 319 2층 (신천동 서울시교통회관건물),케이치과병원,209243.1693,445935.0925,치과병원,치과
PHMA220083090033021200004,02-902-7510,서울특별시 도봉구 도봉로152길 26 234층 (방학동 렉시온프라자),치유본의성한방병원,203922.0417,462985.3399,,
PHMA220063180034021200004,02-2069-0000,서울특별시 영등포구 영중로 122 (영등포동8가 일이빌딩),마리아성모요양병원,191614.0047,447216.0056,,
PHMA220083100034021200002,930-5858,서울특별시 노원구 동일로 1678 2층 (상계동 모아빌딩),새서울병원,204844.0089,463967.2888,병원,외과 신경과 이비인후과 신경외과 정형외과 소아청소년과 내과 마취통증의학과 재활의학과
PHMA220143110032021200002,02-382-0075,서울특별시 은평구 통일로 906 23층 (불광동),수사랑한방병원,192891.2523,457952.3531,한방병원,사상체질과 한방재활의학과 한방신경정신과 침구과 한방안?이비인후?피부과 한방소아과 한방부인과 한방내과
PHMA220083110032021200001,385-2999,서울특별시 은평구 응암로 264 (응암동 서울빌딩),서울요양병원,192766.4236,454777.8254,요양병원(일반요양병원),침구과 가정의학과 재활의학과 신경외과 정형외과 외과 내과
PHMA220013110032021200002,,서울특별시 은평구 통일로 620 (녹번동지층4층),한양치과병원,194251.3636,455531.0132,치과병원,구강악안면방사선과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과
PHMA220103110032021200001,1588-7562,서울특별시 은평구 통일로 636 지1 1 2층 (녹번동),참튼튼병원,194220.3248,455685.625,병원,비뇨의학과 가정의학과 재활의학과 병리과 마취통증의학과 피부과 외과 영상의학과 내과 정형외과 신경외과
PHMA220053180034021200007,02-2634-7000,서울특별시 영등포구 양평로22사길 9 (양평동5가),서울은빛요양병원,190648.4108,448737.3522,,
PHMA220133110032021200001,02-382-0075,서울특별시 은평구 통일로 906 (불광동),수복지한방병원,192891.2523,457952.3531,한방병원,침구과 사상체질과 한방안?이비인후?피부과 한방신경정신과 한방재활의학과 한방소아과 한방부인과 한방내과
PHMA220163110032021200003,02-383-0075,서울특별시 은평구 통일로 906 23층 (불광동 해피플러스1),수사랑한방병원,192891.2523,457952.3531,한방병원,한방내과 한방부인과 한방소아과 한방안?이비인후?피부과 한방신경정신과 한방재활의학과 사상체질과 침구과
PHMA220163110032021200004,02-382-0075,서울특별시 은평구 통일로 906 23층 (불광동 해피플러스1),수사랑한방병원,192891.2523,457952.3531,한방병원,한방내과 한방부인과 한방소아과 한방안?이비인후?피부과 한방신경정신과 한방재활의학과 사상체질과 침구과
PHMA220013110032021200001,833-9425,서울특별시 은평구 서오릉로 166 (갈현동 5층),성가치과병원,192443.7067,456716.7031,치과병원,예방치과 구강병리과 구강악안면방사선과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과
PHMA220203110032021200001,02-6352-0700,서울특별시 은평구 불광로13길 15 (불광동),이우요양병원,193937.9824,457220.0582,,
PHMA220213170035021200001,02-896-0010,서울특별시 금천구 시흥대로79길 15 리솜메디라이프 5~7층 (시흥동),경희리솜한방병원,190879.0639,439641.0618,,
PHMA220023110032021200001,02-382-0882,서울특별시 은평구 연서로 73 (역촌동),참조은치과병원,192429.1403,455926.6494,치과병원,치과보철과 치과교정과 소아치과 치주과 치과보존과 구강내과 영상치의학과 구강병리과 예방치과
PHMA220023110032021200004,382-7700,서울특별시 은평구 연서로 10 (역촌동 참사랑병원),참사랑병원,192551.9898,455278.5684,병원,재활의학과 비뇨의학과 피부과 소아청소년과 신경외과 정형외과 외과 내과
PHMA219833110032021200001,02-351-2300,서울특별시 은평구 백련산로14길 20-11 (응암동),재)마리아수녀회 도티기념병원,193647.969,455069.4484,병원,내과 외과 정형외과 마취통증의학과 산부인과 소아청소년과 영상의학과 병리과 진단검사의학과 구강내과
PHMA120193110032021100001,02-1811-7755,서울특별시 은평구 통일로 1021 (진관동),가톨릭대학교 은평성모병원,192728.8669,459983.3885,종합병원,내과 신경과 정신건강의학과 외과 정형외과 신경외과 흉부외과 성형외과 마취통증의학과 산부인과 소아청소년과 안과 이비인후과 피부과 비뇨의학과 영상의학과 방사선종양학과 병리과 진단검사의학과 재활의학과 가정의학과 핵의학과 응급의학과 구강악안면외과 치과보철과 치과보존과
PHMA220113110032021200001,1588-3797,서울특별시 은평구 서오릉로 45 최원호병원 (녹번동),최원호병원,193205.566,455829.617,병원,내과 정형외과 신경외과 마취통증의학과 영상의학과 진단검사의학과
PHMA220043090033021200001,02-903-9920,서울특별시 도봉구 시루봉로 137 (방학동),경희늘푸른노인전문병원,202338.9378,462312.5889,,
PHMA220143230034021200001,02-1661-9299,서울특별시 송파구 오금로 513 위례빌딩 (거여동),송파미소병원,212831.0333,443457.1046,,
PHMA220113110032021200002,1577-5046,서울특별시 은평구 통일로 669 (녹번동),연세에덴요양병원,194047.3775,455977.8689,요양병원(일반요양병원),내과 신경과 외과 정형외과 신경외과 흉부외과 이비인후과 피부과 비뇨의학과 재활의학과 가정의학과 한방내과 한방재활의학과 침구과
PHMA220123110032021200001,02-385-2700,서울특별시 은평구 연서로 209 보성빌 23일부4~6층 (갈현동),로하스은평효요양병원,192761.3489,457225.2185,요양병원(일반요양병원),외과 침구과 신경과 재활의학과 내과
PHMA220163110032021200001,1522-1076,서울특별시 은평구 갈현로 24 2층 201202호 (신사동),21C메트로한방병원,192023.7679,455324.3466,한방병원,내과 재활의학과 한방내과 한방부인과 한방소아과
PHMA219973110032021200001,02-309-0909,서울특별시 은평구 응암로 164 (응암동),인정병원,192542.2508,453806.8824,병원,내과 마취통증의학과 산부인과 소아청소년과 영상의학과
PHMA220163110032021200002,1661-9666,서울특별시 은평구 통일로 726 불광메디컬타워 1~12층 (불광동),의료법인 성누가의료재단 성누가병원,193778.7088,456467.9855,,
PHMA220023110032021200002,357-0515,서울특별시 은평구 진흥로 191 (대조동),서울병원,193814.576,456279.9055,병원,영상의학과 마취통증의학과 내과 정형외과
PHMA220023110032021200003,3156-5000,서울특별시 은평구 은평로 133 (응암동),본서부병원,193122.8242,455410.2131,병원,영상의학과 마취통증의학과 신경외과 정형외과 내과
PHMA220143110032021200001,02-352-3552,서울특별시 은평구 은평로 170 6층7층8층 (응암동 상현빌딩동),한국효요양병원,193475.5671,455434.5453,,
PHMA220063110032021200001,355-7355,서울특별시 은평구 통일로 809-1 (대조동),문치과병원,193196.2425,457089.7191,치과병원,치과보철과 치과교정과 소아치과 치주과 치과보존과 구강내과 영상치의학과 구강병리과 예방치과
PHMA220073140033021200001,02-2696-6568,서울특별시 양천구 오목로 121 (신정동 양천효요양병원),양천효요양병원,186770.9433,446907.8412,요양병원(일반요양병원),흉부외과
PHMA220203220033021200002,02-508-2279,서울특별시 강남구 논현로105길 48 12층 (역삼동),라이브치과병원,202606.2988,444820.3116,,
PHMA220063110032021200002,02-388-8114,서울특별시 은평구 연서로 177 (갈현동),은평연세병원,192640.9038,456933.4719,병원,응급의학과 가정의학과 진단검사의학과 영상의학과 소아청소년과 마취통증의학과 정형외과 외과 내과
PHMA220073110032021200002,387-2233,,강북한방병원,,,한방병원,사상체질과 한방안?이비인후?피부과 한방내과 한방부인과 한방신경정신과 침구과 한방재활의학과 한방소아과
PHMA220203080033021200001,02-986-0334,서울특별시 강북구 도봉로 187 지하1층 2층~5층 (미아동),강북으뜸병원,202240.8551,458118.7096,,
PHMA220063090033021200001,02-992-7582,서울특별시 도봉구 방학로 177 (방학동),스카이요양병원,202794.3586,462181.5487,,
PHMA219803110032021200001,02-350-3300,서울특별시 은평구 통일로 873 (갈현동),의료법인 청구성심병원,192828.6018,457608.2899,,
PHMA219913120033021200001,02-313-9151,서울특별시 서대문구 신촌로37길 10 (북아현동),의료법인 현창의료재단 서서울병원,196133.1326,450605.4068,병원,내과 외과 정형외과 신경외과 성형외과 마취통증의학과 소아청소년과 안과 이비인후과 피부과 진단검사의학과 가정의학과
PHMA219663110032021200001,300-8114,서울특별시 은평구 백련산로 90 (응암동),서울특별시은평병원,193290.1972,454936.4548,,
PHMA220073110032021200001,02-356-7007,서울특별시 은평구 서오릉로 149 세웅그룹빌딩 3~9층 (구산동),하나효요양병원,192530.536,456583.7096,,
PHMA220043100034021200001,938-2833,서울특별시 노원구 노해로81길 5-6 노원스퀘어 5-7층 (상계동),강북예치과병원,205352.2249,461310.6678,,
PHMA220043110032021200001,02-384-0009,서울특별시 은평구 서오릉로 37 (녹번동),연세노블병원,193261.2726,455751.1196,,
PHMA219983110032021200001,02-6020-3000,서울특별시 은평구 갈현로11길 30 (구산동),서울재활병원,191702.077,455932.109,,
PHMA220083120033021200001,02-736-5200,서울특별시 서대문구 모래내로 460 (홍제동),늘푸른병원,195161.3847,453681.5316,병원,한방신경정신과 마취통증의학과 영상의학과 정형외과 신경외과 내과
PHMA220043120033021200001,02-337-1110,서울특별시 서대문구 성산로 365-14 (연희동),의료법인제민의료재단동서병원,193759.8056,451374.1369,병원,내과 영상의학과 진단검사의학과
PHMA220023090033021200001,02-955-1772,서울특별시 도봉구 도당로 51 (방학동),가화실버한방병원,,,,
PHMA219003130033021200001,707-0119,,서울광흥병원,,,병원,내과
PHMA220163130033021200001,02-6070-9000,서울특별시 마포구 월드컵북로 494 지하1층~7층 (상암동 푸르메재단넥슨어린이재활병원),푸르메재단 넥슨어린이재활병원,189380.8829,453602.29,요양병원(장애인의료재활시설),정신건강의학과 소아청소년과 재활의학과 치과보철과
PHMA219003130033021200003,333-0012,,제일성모병원,,,병원,내과
PHMA219003130033021200004,,,신촌서울치과병원,,,병원,내과
PHMA219003130033021200005,,,의료법인세영의료재단중앙한방병원,,,병원,내과
PHMA219003130033021200006,,,혜성병원,,,병원,내과
PHMA220063120033021200001,02-335-2277,서울특별시 서대문구 성산로 335 (연희동),강북연세요양병원,193531.9058,451541.2557,,
PHMA220153120033021200002,02-3141-4947,서울특별시 서대문구 연세로5길 26 579층 (창천동),잎사귀치과병원,194225.2232,450479.459,,
PHMA220163120033021200001,02-395-8880,서울특별시 서대문구 통일로 544 (홍은동),효담요양병원,194596.3301,454884.9662,,
PHMA220153120033021200001,02-2153-7777,서울특별시 서대문구 통일로 442 (홍제동 제이여성병원),제이여성병원,195065.2927,454025.0786,,
PHMA220053090033021200002,070-4022-6832,서울특별시 도봉구 도봉로 628 (창동 바로선병원),바로선병원,203650.128,461998.9089,,
PHMA220023060034021200020,02-490-4000,서울특별시 중랑구 용마산로117길 49 장스여성병원 비동 (7층 일부제외)동 (망우동),장스여성병원,208576.5635,455256.1355,,
PHMA219903130033021200007,715-4935,,한마음병원,,,병원,내과
PHMA220013130033021200001,712-2856,서울특별시 마포구 창전로 74 (신수동),의료법인 언양의료재단 조은병원,194024.7106,449630.4987,병원,영상의학과 신경외과 성형외과 비뇨의학과 외과 정형외과 진단검사의학과 피부과 소아청소년과 이비인후과 내과
PHMA220063130033021200001,335-5117,서울특별시 마포구 서강로 82 245층 (창전동 벽송빌딩),신촌리더스병원,193982.872,449796.6999,병원,정형외과 내과
PHMA220103190033021200001,02-587-2299,서울특별시 동작구 동작대로 67 (사당동),더본병원,198290.516,442261.6843,,
PHMA220193130033021200001,02-337-8111,서울특별시 마포구 성산로 128 지하1~지상5층 (성산동),마포요양병원,191843.8295,451282.5582,요양병원(일반요양병원),내과 신경과 정형외과 신경외과 재활의학과 가정의학과 한방내과 한방부인과 한방소아과 한방안?이비인후?피부과 한방신경정신과 한방재활의학과 사상체질과 침구과
PHMA219943150037021200001,02-2608-1011,서울특별시 강서구 강서로 194 (화곡동),유광사여성병원,185695.2705,449055.8856,병원,소아청소년과 산부인과 외과 내과
PHMA219953130033021200001,335-1010,서울특별시 마포구 독막로 32 지112457층 (합정동),혜당한방병원,192577.2155,449537.9982,한방병원,내과 가정의학과 한방내과 한방부인과 한방소아과 한방안?이비인후?피부과 한방신경정신과 한방재활의학과 사상체질과 침구과
PHMA219993130033021200001,02-337-7582,서울특별시 마포구 서강로 110 지2층~6층 (신수동),신촌연세병원,194068.3796,450023.9778,병원,내과 신경과 외과 정형외과 신경외과 성형외과 마취통증의학과 소아청소년과 피부과 비뇨의학과 영상의학과 진단검사의학과 가정의학과
PHMA220123130033021200001,374-3111,서울특별시 마포구 월드컵북로 165 지하1층~5층 (성산동 SMC),에스엠씨요양병원,191971.0071,451626.1744,요양병원(일반요양병원),내과 신경과 외과 정형외과 신경외과 영상의학과 병리과 재활의학과 가정의학과
PHMA220133130033021200001,333-2882,서울특별시 마포구 양화로 178 3층 (동교동),네모치과병원,193316.9003,450586.8651,치과병원,치과
PHMA220133130033021200002,716-2600,서울특별시 마포구 마포대로 78 자람빌딩 3층 (도화동),한그루치과병원,195494.0212,448852.3798,치과병원,구강병리과 예방치과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과
PHMA220113050034021200002,02-2681-0119,서울특별시 동대문구 천호대로83길 44 (장안동),맑은수병원,205714.7837,451286.6686,,
PHMA220173130033021200001,02-1644-3099,서울특별시 마포구 마포대로 25 대농빌딩 235층 (마포동),연세한강병원,195051.5337,448575.9565,,
PHMA219913050034021200001,02-966-1616,서울특별시 동대문구 왕산로 259 서울성심병원 (청량리동),서울성심병원,204343.5506,453554.6803,,
PHMA219003130033021200002,,,한양병원,,,병원,내과
PHMA219853140033021200001,2644-1313,,연세허브병원,,,병원,신경외과 마취통증의학과 재활의학과 병리과 영상의학과 산부인과 소아청소년과 외과 내과
PHMA220133140033021200002,02-2649-1140,서울특별시 양천구 등촌로 230 (목동),동서융합병원,187930.0378,449767.4418,병원,침구과 한방신경정신과 한방내과 소아청소년과 재활의학과 내과
PHMA220133140033021200001,02-2696-5601,서울특별시 양천구 신월로 151 (신월동),서울세정병원,185827.9756,446176.1941,병원,영상의학과 비뇨의학과 피부과 이비인후과 소아청소년과 외과 정형외과 내과
PHMA220063140033021200002,,서울특별시 양천구 신월로 151 (신월동),세정병원,185827.9756,446176.1941,병원,마취통증의학과 정형외과 내과
PHMA220083140033021200001,,서울특별시 양천구 은행정로 5 401호 402호 (신정동 에벤에셀빌딩),서울그린치과병원,187520.3068,446450.3473,치과병원,예방치과 구강내과 구강병리과 구강악안면방사선과 소아치과 치주과 치과보존과 치과교정과 치과보철과 구강악안면외과
PHMA220103140033021200002,1577-2894,서울특별시 양천구 오목로 299 (목동 목동트라팰리스 6층),목동아이엠치과병원,188472.7592,447091.856,치과병원,치과 구강내과 구강악안면외과 소아치과 구강병리과 치과보존과 치과교정과 구강악안면방사선과 치주과 치과보철과
PHMA220113140033021200001,02-2696-0119,서울특별시 양천구 신월로 156 234층 (신월동),서울인화요양병원,185887.9473,446136.0982,요양병원(일반요양병원),가정의학과 재활의학과 신경과 내과
PHMA220123140033021200003,,서울특별시 양천구 신월로 151 (신월동),세정한방병원,185827.9756,446176.1941,한방병원,가정의학과 침구과 한방신경정신과 한방부인과 한방재활의학과 한방내과 마취통증의학과
PHMA220073050034021200005,02-2244-5533,서울특별시 동대문구 장한로 152 지하1~2층 지상3 ~10층 (장안동),햇살요양병원,206308.8958,452418.2757,,
PHMA220073190033021200002,02-848-0100,서울특별시 동작구 시흥대로 634 (신대방동),의료법인에이치엠피의료재단녹십초요양병원,191677.3749,442912.5759,,
PHMA220083190033021200001,234457575,서울특별시 동작구 성대로 43 (상도동 우리빌딩),서울요양병원,194064.9941,444089.8383,,
PHMA220023050034021200003,02-2213-8004,서울특별시 동대문구 서울시립대로 57 천사병원 B11236층 (전농동),다일천사병원,204144.5715,452698.1853,,
PHMA220023100034021200002,02-976-0808,서울특별시 노원구 동일로 987 (공릉동 태릉성심종합병원),태능성심요양병원,206534.3446,457344.387,,
PHMA220113150037021200001,1577-7582,서울특별시 강서구 공항대로 389 부민병원 (등촌동),부민병원,186760.1047,450529.2829,,
PHMA220203100034021200001,02-934-1300,서울특별시 노원구 노원로 461 대감프라자빌딩 356층 (상계동),그레이스힐 요양병원,205705.7366,461663.5391,,
PHMA219893000034021200002,02-397-3915,서울특별시 종로구 삼청로10길 13 (삼청동),서울지구병원,198416.7761,453972.4409,,
PHMA220203130033021200002,02-719-7373,서울특별시 마포구 백범로 26 세솟는병원 (신수동),세솟는정형외과병원,194363.5897,450007.1919,,
PHMA220143140033021200001,02-2649-1140,서울특별시 양천구 등촌로 230 (목동 지하1층 2층~6층),아이토마토한방병원,187930.0378,449767.4418,한방병원,정형외과 한방소아과 소아청소년과 침구과 한방신경정신과 재활의학과 한방내과 내과
PHMA220193110032021200001,02-384-2311,서울특별시 은평구 통일로 935 (갈현동),은평요양병원,192825.8394,458236.2345,,
